MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"NGC  6941" "" "NGC  6941|C 2033-048|6dFGS gJ203623.5-043708|GCl 117.1|HIPASS J2036-04|IRAS 20337-0447|LEDA   65054|2MASX J20362345-0437078|MCG-01-52-010|NVSS J203623-043714|SDSS J203623.47-043707.4|TXS 2033-047|VLSS J2036.3-0437" "NGC 6941" "" "" "20 36 23.460" "-04 37 07.84" Galaxy "" "" 0.0210050 ""
"NGC  6942" "" "NGC  6942|AM 2036-542|6dFGS gJ204037.9-541811|ESO 186-73|ESO-LV 186-0730|LEDA   65172|2MASX J20403786-5418110|SGC 203652-5428.9" "NGC 6942" "" "" "20 40 37.866" "-54 18 11.09" Galaxy "" "" 0.0109470 12.100000381469727
"NGC  6943" "" "NGC  6943|AGC  33733|6dFGS gJ204433.7-684452|ESO  74-6|ESO-LV  74-0060|HIPASS J2044-68|IRAS 20398-6855|IRAS F20398-6855|LEDA   65295|2MASX J20443374-6844519|NGC  6943a|PSCz Q20398-6855|SGC 203948-6855.7|SINGG HIPASS J2044-68" "NGC 6943" "" "" "20 44 33.743" "-68 44 51.98" Galaxy "" "" 0.0104680 11.25
"NGC  6944" "" "NGC  6944|LEDA   65117|2MASX J20382387+0659476|MCG+01-52-017|NPM1G +06.0514|UZC J203823.9+065947|Z 399-25|Z 2035.9+0650" "NGC 6944" "" "" "20 38 23.877" "+06 59 47.70" Galaxy "" "" 0.0148870 ""
"NGC  6945" "" "NGC  6945|6dFGS gJ203900.6-045821|LEDA   65132|2MASX J20390064-0458215|MCG-01-52-015|SDSS J203900.59-045821.1|[CHM2007] HDC 1117 J203900.64-0458215|[CHM2007] LDC 1410 J203900.64-0458215" "NGC 6945" "" "" "20 39 00.645" "-04 58 21.52" "Galaxy in Group of Galaxies" "" "" 0.0125950 ""
"NGC  6946" "" "NGC  6946|APG  29|BWE 2033+5958|2E  4389|2E 2033.9+6000|GB6 B2033+5959|87GB 203349.0+595856|IRAS 20338+5958|IRAS 20338+5959|IRAS F20338+5958|JCMTSE J203452.0+600913|JCMTSF J203452.0+600913|LEDA   65001|2MASX J20345233+6009132|MCG+10-29-006|MY 203351.2+600900.1|MY 203351.2+595835.0|PSCz Q20338+5958|RX J2034.9+6010|SPB 263|TC 601|UGC 11597|UZC J203452.8+600911|WB 2033+5958|WN B2033.8+5958C|WN B2033.8+5958|2XMM J203452.4+600912|Z 304-6|Z 2033.8+5959|[CAB95] IRAS F20338+5958|[CHM2007] HDC 1123 J203452.33+6009132|[CHM2007] LDC 1412 J203452.33+6009132|[M98c] 203348.8+595850|[NKB95] N6946|[VDD93] 229" "NGC 6946" "" "" "20 34 52.332" "+60 09 13.24" "HII Galaxy" "" "" 0.0001500 ""
"NGC  6947" "" "NGC  6947|AM 2038-323|APMBGC 401+112-128|6dFGS gJ204115.1-322911|ESO 401-3|IRAS F20381-3240|LEDA   65193|2MASX J20411513-3229110|MCG-05-48-028|SGC 203809-3240.0" "NGC 6947" "" "" "20 41 15.139" "-32 29 11.07" Galaxy "" "" 0.0186900 ""
"NGC  6948" "" "NGC  6948|AM 2039-533|APMBGC 187+114-080|6dFGS gJ204329.1-532124|ESO 187-9|ESO-LV 187-0090|HIPASS J2043-53|IRAS 20397-5332|LEDA   65256|2MASX J20432911-5321244|PSCz Q20397-5332|SGC 203947-5332.3" "NGC 6948" "" "" "20 43 29.114" "-53 21 24.47" Galaxy "" "" 0.0109590 ""
"NGC  6949" "" "NGC  6949|IRAS F20343+6437|IRAS 20343+6437|ISOSS J20350+6448|LEDA   65010|2MASX J20350692+6448100|MCG+11-25-001|PSCz Q20343+6437|UGC 11600|UZC J203507.0+644810|Z 325-2|Z 2034.3+6438|[SLK2004] 1650|[VV2000c] J203507.1+644809|[VV2003c] J203507.1+644809|[VV2006c] J203507.1+644809|[VV2010c] J203507.1+644809|[VV98c] J203507.1+644813" "NGC 6949" "" "" "20 35 06.929" "+64 48 10.06" "Active Galaxy Nucleus" "" "" 0.0091930 ""
"NGC  6950" "" "NGC  6950|[KPS2012] MWSC 3394" "NGC 6950" "" "" "20 41 04.0" "+16 37 06" "Open (galactic) Cluster" "" "" "" ""
"NGC  6951" "" "NGC  6951|BWE 2036+6555|GB6 B2036+6555|87GB 203640.4+655553|IRAS 20366+6555|IRAS F20366+6555|ISOSS J20374+6606|LEDA   65086|2MASX J20371407+6606203|MCG+11-25-002|MY 203635.7+660624.0|MY 203635.7+655550.3|NGC  6952|NVSS J203713+660619|PSCz Q20366+6555|TC 379|UGC 11604|UZC J203714.2+660620|WN B2036.6+6555A|WN B2036.6+6555|WN B2036.6+6555B|2XMM J203714.0+660619|2XMMi J203714.0+660619|Z 325-3|Z 2036.6+6555|[CAB95] IRAS F20366+6555|[GCS2005] J203714.12+660620.0|[M98c] 203637.7+655548|[SLK2004] 1656|[VDD93] 230|[VV2000c] J203714.4+660620|[VV2003c] J203714.4+660620|[VV2006c] J203714.4+660620|[VV2010c] J203714.4+660620|[VV98c] J203714.5+660620" "NGC 6951" "" "" "20 37 14.077" "+66 06 20.32" "Seyfert 2 Galaxy" "" "" 0.0047500 10.649999618530273
"NGC  6954" "" "NGC  6954|K73  886|LEDA   65279|2MASX J20440318+0312340|MCG+00-53-001|UGC 11618|UZC J204403.2+031234|Z 374-4|Z 2041.6+0302" "NGC 6954" "" "" "20 44 03.186" "+03 12 34.00" Galaxy "" "" 0.0134730 ""
"NGC  6955" "" "NGC  6955|IRAS F20417+0224|LEDA   65287|2MASX J20441797+0235414|NPM1G +02.0476|UGC 11621|UZC J204418.0+023542|Z 374-5|Z 2041.8+0225" "NGC 6955" "" "" "20 44 17.974" "+02 35 41.45" Galaxy "" "" 0.0274260 ""
"NGC  6956" "" "NGC  6956|IRAS 20415+1219|LEDA   65269|2MASX J20435368+1230429|MCG+02-53-001|PSCz Q20415+1219|UGC 11619|UZC J204353.7+123043|Z 425-1|Z 2041.6+1220|[CHM2007] HDC 1121 J204353.68+1230429|[CHM2007] LDC 1416 J204353.68+1230429" "NGC 6956" "" "" "20 43 53.687" "+12 30 42.97" "Galaxy in Group of Galaxies" "" "" 0.0155610 ""
"NGC  6957" "" "NGC  6957|LEDA   65302|2MASX J20444757+0234523|UZC J204447.6+023451|Z 374-7|Z 2042.3+0224" "NGC 6957" "" "" "20 44 47.571" "+02 34 52.34" Galaxy "" "" 0.0271890 ""
"NGC  6958" "" "NGC  6958|APMBGC 341+026-101|EQ 2045-381|ESO 341-15|ESO-LV 341-0150|IRAS 20455-3810|IRAS F20455-3810|LEDA   65436|2MASX J20484256-3759505|MCG-06-45-017|PSCz Q20455-3810|SGC 204530-3810.9|[FWB89] Galaxy 427|[M98c] 204530.0-381054" "NGC 6958" "" "" "20 48 42.568" "-37 59 50.55" Galaxy "" "" 0.0089960 11.420000076293945
"NGC  6959" "" "NGC  6959|LEDA   65369|2MASX J20470724+0025486|TC E34|UZC J204707.2+002548|Z 374-13|Z 2044.5+0015|[CHM2007] HDC 1125 J204707.24+0025486|[CHM2007] LDC 1421 J204707.24+0025486|[PVK2003] 311.78167 +00.43000" "NGC 6959" "" "" "20 47 07.244" "+00 25 48.69" "Galaxy in Group of Galaxies" "" "" 0.0122220 ""
"NGC  6960" "NAME Veil Nebula" "NGC  6960|LBN   191|LBN 074.53-08.42|NAME Veil Nebula|NAME Filamentary Nebula|NAME Cirrus Nebula" "NGC 6960" "" "" "20 45 38.0" "+30 42 30" "Interstellar matter" "" "" "" ""
"NGC  6961" "" "NGC  6961|LEDA   65372|2MASX J20471048+0021479|NPM1G +00.0554|TC E35|UZC J204710.5+002148|Z 374-14|Z 2044.6+0011|[CHM2007] LDC 1421 J204710.48+0021479|[CHM2007] HDC 1125 J204710.48+0021479|[PVK2003] 311.79375 +00.36222" "NGC 6961" "" "" "20 47 10.488" "+00 21 48.00" "Galaxy in Group of Galaxies" "" "" 0.0125820 ""
"NGC  6962" "" "NGC  6962|IRAS F20447+0008|KPG 548a|LEDA   65375|2MASX J20471908+0019150|MCG+00-53-003|SDSS J204719.06+001914.9|SDSS J204719.06+001914.8|TC 381|UGC 11628|UZC J204719.1+001914|Z 374-15|Z 2044.8+0008|[CHM2007] HDC 1125 J204719.08+0019150|[CHM2007] LDC 1421 J204719.08+0019150|[M98c] 204445.4+000813|[PVK2003] 311.82917 +00.32139" "NGC 6962" "" "" "20 47 19.087" "+00 19 15.00" "LINER-type Active Galaxy Nucleus" "" "" 0.0140100 12.140000343322754
"2MASS J20471928+0030335" "" "2MASS J20471928+0030335|NGC  6963" "NGC 6963" "" "" "20 47 19.28" "+00 30 33.6" "Infra-Red source" "" "" "" ""
"NGC  6964" "" "NGC  6964|KPG 548b|LEDA   65379|2MASX J20472428+0018030|MCG+00-53-005|SDSS J204724.30+001802.9|UGC 11629|UZC J204724.3+001803|Z 374-17|Z 2044.9+0007|[CHM2007] HDC 1125 J204724.28+0018030|[CHM2007] LDC 1421 J204724.28+0018030" "NGC 6964" "" "" "20 47 24.287" "+00 18 03.01" "Galaxy in Pair of Galaxies" "" "" 0.0126600 12.989999771118164
"NGC  6965" "" "NGC  6965|IC 5058|LEDA   65376|2MASX J20472035+0029020|MCG+00-53-004|UZC J204720.4+002902|Z 374-16|Z 2044.8+0018|[PVK2003] 311.83375 +00.48222" "NGC 6965" "" "" "20 47 20.354" "+00 29 02.00" "Galaxy in Group of Galaxies" "" "" 0.0144900 ""
"NGC  6967" "" "NGC  6967|IRAS F20450+0013|IRAS 20450+0013|LEDA   65385|2MASX J20473408+0024420|MCG+00-53-006|PSCz Q20450+0013|QDOT B2045001+001335|UGC 11630|UZC J204734.1+002441|Z 2045.0+0013|Z 374-18|[CHM2007] LDC 1421 J204734.08+0024420|[CHM2007] HDC 1125 J204734.08+0024420|[DML87] 510|[VV2000c] J204734.1+002441|[VV2003c] J204734.1+002441|[VV2006c] J204734.1+002441|[VV2010c] J204734.1+002441|[VV98c] J204733.5+002440" "NGC 6967" "" "" "20 47 34.087" "+00 24 42.01" "Seyfert 2 Galaxy" "" "" 0.0125700 12.800000190734863
"NGC  6968" "" "NGC  6968|6dFGS gJ204832.5-082137|GSC 05757-01671|LEDA   65428|2MASS J20483246-0821366|2MASX J20483244-0821366|[CHM2007] HDC 1126 J204832.44-0821366|[CHM2007] LDC 1422 J204832.44-0821366" "NGC 6968" "" "" "20 48 32.446" "-08 21 36.63" "Galaxy in Group of Galaxies" "" "" 0.0205700 ""
"NGC  6969" "" "NGC  6969|K73  889|LEDA   65425|2MASX J20482762+0744238|MCG+01-53-001|2MFGC 15763|UGC 11633|UZC J204827.6+074423|Z 2046.0+0733|Z 400-2" "NGC 6969" "" "" "20 48 27.627" "+07 44 23.89" Galaxy "" "" 0.0133430 13.520000457763672
"NGC  6970" "" "NGC  6970|AM 2048-485|APMBGC 235+099-061|6dFGS gJ205209.5-484640|ESO 235-8|ESO-LV 235-0080|IRAS 20486-4857|IRAS F20486-4857|LEDA   65608|2MASX J20520946-4846398|PSCz Q20486-4857|SGC 204839-4857.9|[CHM2007] LDC 1438 J205209.46-4846398" "NGC 6970" "" "" "20 52 09.463" "-48 46 39.81" "Galaxy in Group of Galaxies" "" "" 0.0176320 12.680000305175781
"NGC  6971" "" "NGC  6971|LEDA   65462|2MASX J20492375+0559440|MCG+01-53-002|UGC 11637|UZC J204923.8+055944|Z 2047.0+0548|Z 400-3|[CHM2007] LDC 1425 J204923.75+0559440" "NGC 6971" "" "" "20 49 23.753" "+05 59 44.05" "Galaxy in Group of Galaxies" "" "" 0.0182530 ""
"NGC  6972" "" "NGC  6972|LEDA   65485|2MASX J20495898+0953565|MCG+02-53-004|NPM1G +09.0513|UGC 11640|UZC J204959.0+095357|Z 425-11|Z 2047.6+0943|[CHM2007] LDC 1427 J204958.98+0953565" "NGC 6972" "" "" "20 49 58.989" "+09 53 56.54" "Galaxy in Group of Galaxies" "" "" 0.0150440 ""
"NGC  6974" "" "NGC  6974" "NGC 6974" "" "" "20 51 04.3" "+31 49 41" "Object of unknown nature" "" "" "" ""
"NGC  6976" "" "NGC  6975|AGC 600152|6dFGS gJ205226.0-054620|HCG  88c|IRAS F20497-0557|LEDA   65620|2MASX J20522602-0546198|MCG-01-53-015|NGC  6976|NPM1G -05.0582|SDSS J205226.03-054620.2" "NGC 6975" "" "" "20 52 26.023" "-05 46 19.84" Galaxy "" "" 0.0205010 ""
"NGC  6977" "" "NGC  6977|dCAZ94 HCG 88-02|dCAZ94 HCG 88-02b|6dFGS gJ205229.7-054446|HCG  88b|IRAS 20499-0555|LEDA   65625|2MASX J20522971-0544459|MCG-01-53-016|NPM1G -05.0583|SDSS J205229.70-054445.9" "NGC 6977" "" "" "20 52 29.714" "-05 44 45.98" Galaxy "" "" 0.0202520 ""
"NGC  6978" "" "NGC  6978|dCAZ94 HCG 88-01|dCAZ94 HCG 88-01a|6dFGS gJ205235.5-054240|HCG  88a|IRAS F20499-0554|LEDA   65631|2MASX J20523547-0542399|MCG-01-53-017|SDSS J205235.43-054240.0" "NGC 6978" "" "" "20 52 35.471" "-05 42 39.98" "LINER-type Active Galaxy Nucleus" "" "" 0.0203310 ""
"NGC  6979" "" "NGC  6979" "NGC 6979" "" "" "" "" "" "" "" "" ""
"M  72" "" "M  72|C 2050-127|GCl 118|NGC  6981|[KPS2012] MWSC 3419" "NGC 6981" "M 72" "" "20 53 27.70" "-12 32 14.3" "Globular Cluster" "" "" -0.0009630 8.960000038146973
"NGC  6982" "" "NGC  6982|APMBGC 235+051+104|6dFGS gJ205718.4-515144|ESO 235-19|ESO-LV 235-0190|HIPASS J2057-51|IRAS 20537-5203|LEDA   65776|2MASX J20571835-5151442|PSCz Q20537-5203|SGC 205343-5203.3|[CHM2007] HDC 1131 J205718.35-5151442|[CHM2007] LDC 1431 J205718.35-5151442" "NGC 6982" "" "" "20 57 18.354" "-51 51 44.25" "Galaxy in Group of Galaxies" "" "" 0.0158260 13.920000076293945
"NGC  6983" "" "NGC  6983|APMBGC 286+062-046|6dFGS gJ205643.4-435910|ESO 286-14|ESO-LV 286-0140|IRAS 20533-4410|IRAS F20533-4410|LEDA   65759|2MASX J20564341-4359095|MBG 20533-4410|MCG-07-43-004|PSCz Q20533-4410|SGC 205323-4410.7|[CHM2007] LDC 1442 J205643.41-4359095" "NGC 6983" "" "" "20 56 43.411" "-43 59 09.50" "HII Galaxy" "" "" 0.0169020 ""
"NGC  6984" "" "NGC  6984|AM 2054-520|APMBGC 235+046+104|6dFGS gJ205754.0-515215|ESO 235-20|ESO-LV 235-0200|IRAS 20543-5203|IRAS F20543-5203|ISOSS J20578-5152|LEDA   65798|2MASX J20575398-5152151|PSCz Q20543-5203|QDOT B2054196-520349|SGC 205419-5203.8|[CHM2007] HDC 1131 J205753.98-5152151|[CHM2007] LDC 1431 J205753.98-5152151|[SLK2004] 1671" "NGC 6984" "" "" "20 57 53.987" "-51 52 15.13" "Galaxy in Group of Galaxies" "" "" 0.0153860 12.649999618530273
"NGC  6986" "" "NGC  6986|6dFGS gJ205630.6-183400|ESO 598-7|ESO-LV 598-0070|IRAS F20536-1845|LEDA   65750|2MASX J20563063-1833596|MCG-03-53-011|NPM1G -18.0530|[CHM2007] LDC 1430 J205630.63-1833596|[CHM2007] HDC 1130 J205630.63-1833596" "NGC 6986" "" "" "20 56 30.637" "-18 33 59.61" "Galaxy in Group of Galaxies" "" "" 0.0284600 ""
"NGC  6987" "" "NGC  6987|APMBGC 235+046-070|6dFGS gJ205810.4-483749|ESO 235-21|ESO-LV 235-0210|IRAS 20546-4849|IRAS F20547-4849|LEDA   65807|2MASX J20581033-4837491|SGC 205442-4849.4|[CHM2007] LDC 1438 J205810.33-4837491|[FWB89] Galaxy 428" "NGC 6987" "" "" "20 58 10.334" "-48 37 49.12" "Galaxy in Group of Galaxies" "" "" 0.0175550 ""
"NGC  6988" "" "NGC  6988|AGC 300084|LEDA   65732|2MASX J20554892+1030282|NPM1G +10.0499|UZC J205548.9+103027|Z 425-20|Z 2053.4+1020|[CHM2007] LDC 1427 J205548.92+1030282" "NGC 6988" "" "" "20 55 48.926" "+10 30 28.27" "Galaxy in Group of Galaxies" "" "" 0.0151640 ""
"NGC  6989" "" "NGC  6989|[KPS2012] MWSC 3424" "NGC 6989" "" "" "20 53 58" "+45 14.4" "" "" "" -0.0000930 ""
"NGC  6990" "NAME Witch's Broom" "NGC  6990|APMBGC 187-017+037|6dFGS gJ205956.9-553343|ESO 187-43|ESO-LV 187-0430|HIPASS J2100-55|IRAS 20562-5545|LEDA   65862|2MASX J20595692-5533431|NAME Witch's Broom|SGC 205613-5545.4" "NGC 6990" "" "" "20 59 56.924" "-55 33 43.15" Galaxy "" "" 0.0068060 ""
"NGC  6991" "" "NGC  6991|[KPR2004b] 494" "NGC 6991" "" "" "20 54 54" "+47 25.0" "Open (galactic) Cluster" "" "" -0.0000200 ""
"NGC  6992" "" "NGC  6992" "NGC 6992" "" "" "20 56 19" "+31 44.6" "HI shell" "" "" "" ""
"NGC  6993" "" "NGC  6993" "NGC 6993" "" "" "" "" "" "" "" "" ""
"M  73" "" "M  73|C 2056-128|Cl Collinder  426|NGC  6994|OCl   89" "NGC 6994" "M 73" "" "20 59.0" "-12 38" "Cluster of Stars" "" "" "" 8.899999618530273
"NGC  6995" "" "NGC  6995" "NGC 6995" "" "" "20 57.0" "+31 13" "" "" "" "" ""
"NGC  6996" "" "NGC  6996" "NGC 6996" "" "" "20 56 25" "+45 28.2" "Association of Stars" "" "" "" ""
"NGC  6997" "" "NGC  6997|C 2054+444|OCISM  39|OCl  197|[KPS2012] MWSC 3432" "NGC 6997" "" "" "20 56 31" "+44 36.6" "Open (galactic) Cluster" "" "" "" 10.0
"NGC  6998" "" "NGC  6998|Anon 2058-28|APMBGC 464+077-100|Cul 2058-282|6dFGS gJ210137.7-280154|ENACS ACO  3733  14|ESO 464-14|ESO-LV 464-0140|1Jy 2058-28|1Jy 2058-282|LEDA   65925|2MASX J21013771-2801543|MRC 2058-282|MSH 20-2-15|OHIO W -297.8|PKS J2101-2801|PKS 2058-282|PKS 2058-28|SGC 205838-2813.7|[LPS2014] 315.4066-28.0323|[PL95] ACO  3733 G2|[S96b] ACO  3733  20|[SS98] 205838.66-281344.1" "NGC 6998" "" "" "21 01 37.712" "-28 01 54.35" "Galaxy in Cluster of Galaxies" "" "" 0.0401420 15.600000381469727
"NGC  6999" "" "NGC  6999|APMBGC 464+073-099|6dFGS gJ210159.5-280332|ENACS ACO  3733  28|ESO 464-15|ESO-LV 464-0150|LEDA   65940|2MASX J21015953-2803313|SGC 205900-2815.4|WOSH 464G13|[LPS2014] 315.4961-28.0596|[LVL2003] J210159.56-280332.3|[PL95] ACO  3733 G1|[PL95] J210159.07-280334.5|[S96b] ACO  3733  29|[SS98] 205900.53-281522.5" "NGC 6999" "" "" "21 01 59.538" "-28 03 31.33" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0373560 ""
"NGC  7000" "NAME North America Nebula" "NGC  7000|CTB 100|GRS G084.70 -01.00|LBN 085.75-01.48|LBN   373|NAME North America Nebula|NAME North America|NAME NORTH AMER NEB|NRL 21|SH  2-117|[DGW65] 138|[PT56] 49" "NGC 7000" "" "" "20 58 47" "+44 19.8" "HII (ionized) region" "" "" "" ""
"NGC  7001" "" "NGC  7001|6dFGS gJ210107.8-001143|IRAS F20585-0023|LEDA   65905|2MASX J21010774-0011426|MCG+00-53-016|NPM1G -00.0540|SDSS J210107.74-001142.6|UGC 11663|UZC J210107.8-001144|Z 374-37|Z 2058.6-0023|[PVK2003] 315.28229 -00.19518" "NGC 7001" "" "" "21 01 07.749" "-00 11 42.63" Galaxy "" "" 0.0237300 ""
"NGC  7002" "" "NGC  7002|APMBGC 235-003-048|6dFGS gJ210344.8-490147|ESO 235-43|ESO-LV 235-0430|LEDA   66009|2MASX J21034478-4901471|RR95 339a|SGC 210017-4913.7|[CHM2007] HDC 1136 J210344.78-4901471|[CHM2007] LDC 1436 J210344.78-4901471|[FWB89] Galaxy 430" "NGC 7002" "" "" "21 03 44.780" "-49 01 47.19" "Galaxy in Group of Galaxies" "" "" 0.0245200 ""
"NGC  7003" "" "NGC  7003|IRAS F20584+1736|IRAS 20584+1736|LEDA   65887|2MASX J21004241+1748174|MCG+03-53-008|PSCz Q20584+1736|UGC 11662|UZC J210042.5+174818|Z 448-27|Z 2058.4+1736" "NGC 7003" "" "" "21 00 42.414" "+17 48 17.43" Galaxy "" "" 0.0177260 ""
"NGC  7004" "" "NGC  7004|APMBGC 235-006-044|6dFGS gJ210402.2-490651|ESO 235-46|ESO-LV 235-0460|FRL  938|IRAS F21006-4918|LEDA   66019|2MASX J21040216-4906512|RR95 339b|SGC 210034-4918.7|[CHM2007] HDC 1136 J210402.16-4906512|[CHM2007] LDC 1436 J210402.16-4906512" "NGC 7004" "" "" "21 04 02.161" "-49 06 51.29" "Galaxy in Group of Galaxies" "" "" 0.0252840 ""
"NGC  7006" "" "NGC  7006|C 2059+160|CSI+16-20591|GCl 119|GCRV 13202|2MASX J21012946+1611164|[KPS2012] MWSC 3446" "NGC 7006" "" "" "21 01 29.465" "+16 11 16.49" "Globular Cluster" "" "" -0.0011600 10.460000038146973
"NGC  7007" "" "NGC  7007|APMBGC 187-064-124|6dFGS gJ210527.9-523307|ESO 187-48|ESO-LV 187-0480|LEDA   66069|2MASX J21052792-5233069|SGC 210153-5245.1" "NGC 7007" "" "" "21 05 27.927" "-52 33 06.94" Galaxy "" "" 0.0099300 12.039999961853027
"NGC  7008" "" "NGC  7008|** HJ 1606C|BD+53  2533C|BWE 2059+5420|CCDM J21006+5432C|CSI+53  2533  3|GB6 B2059+5420|87GB 205905.4+542039|GSC 03956-00738|IDS 20577+5408 C|IDS 20574+5408 C|IRAS 20590+5420|Lan 111|2MASS J21003279+5432352|NVSS J210032+543239|PK 093+05  2|PLX 5049|PLX 5049.00|PN G093.4+05.4|PN VV  258|PN ARO   39|PN VV'  540|WB 2059+5420|WDS J21006+5432C|WEB 18870|WN B2059.0+5420" "NGC 7008" "" "" "21 00 32.7" "+54 32 39" "Planetary Nebula" "" 15.700 -0.0002430 12.800000190734863
"NGC  7009" "NAME Saturn Nebula" "NGC  7009|AT20G J210410-112149|BD-11  5511|EM* CDS 1211|GCRV 13233|GSC2 S3310220410|HD 200516|HIC 103992|HIP 103992|IRAS 21014-1133|IRAS F21014-1133|2MASX J21041082-1121481|NAME Saturn Nebula|NVSS J210410-112148|PK 037-34  1|PKS 2101-115|PKS J2104-1121|PMN J2104-1121|PN G037.7-34.5|PN ARO   16|PN VV  259|PN VV'  541|PSCz P21014-1133|SCM 255|TD1 27614|TXS 2101-115|TYC 5779-1804-1|WEB 18944|WISH B2101.4-1133|[DML87] 516" "NGC 7009" "" "HD 200516" "21 04 10.877" "-11 21 48.26" "Planetary Nebula" "" "" -0.0001550 12.069999694824219
"NGC  7010" "" "NGC  7010|6dFGS gJ210439.5-122018|LEDA   66039|2MASX J21043947-1220180|[CHM2007] LDC 1435 J210439.47-1220180" "NGC 7010" "" "" "21 04 39.478" "-12 20 18.05" "Galaxy in Group of Galaxies" "" "" 0.0286980 ""
"NGC  7012" "" "NGC  7012|APMBGC 286-034-002|6dFGS gJ210645.5-444853|ESO 286-51|ESO-LV 286-0510|LEDA   66116|2MASX J21064552-4448531|SGC 210326-4500.9|[CHM2007] HDC 1139 J210645.52-4448531|[CHM2007] LDC 1441 J210645.52-4448531" "NGC 7012" "" "" "21 06 45.520" "-44 48 53.13" "Galaxy in Group of Galaxies" "" "" 0.0292940 ""
"NGC  7013" "" "NGC  7013|IRAS 21014+2941|LEDA   66003|2MASX J21033361+2953504|MCG+05-49-001|PSCz P21014+2941|TC 602|UGC 11670|UZC J210333.5+295351|Z 491-2|Z 2101.4+2942|[M98c] 210126.1+294151|[VDD93] 232" "NGC 7013" "" "" "21 03 33.611" "+29 53 50.45" Galaxy "" "" 0.0026020 ""
"NGC  7014" "" "NGC  7014|APMBGC 286-042+125|6dFGS gJ210752.2-471044|ESO 286-57|ESO-LV 286-0570|LEDA   66153|2MASX J21075218-4710445|SGC 210429-4722.8|[CAC2009] S0924A|[CHM2007] HDC 1137 J210752.18-4710445|[CHM2007] LDC 1438 J210752.18-4710445|[FWB89] Galaxy 434|[LPS2014] 316.9678-47.1787|[LVL2003] J210752.18-471044.2|[PL95] J210752.28-471043.4" "NGC 7014" "" "" "21 07 52.185" "-47 10 44.53" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0161790 12.25
"NGC  7015" "" "NGC  7015|IRAS F21032+1112|IRAS 21032+1112|LEDA   66076|2MASX J21053739+1124511|MCG+02-53-012|PSCz Q21032+1112|TC 603|UGC 11674|UZC J210537.4+112451|Z 425-40|Z 2103.3+1113|[CHM2007] LDC 1450 J210537.39+1124511" "NGC 7015" "" "" "21 05 37.390" "+11 24 51.15" "Galaxy in Group of Galaxies" "" "" 0.0162780 ""
"NGC  7016" "" "NGC  7016|AM 2104-254|6dFGS gJ210716.3-252808|ENACS ACO  3744  46|ESO 529-25|GSC 06928-00521|GSG   5|LEDA   66136|2MASX J21071628-2528080|MCG-04-49-013|PRC C-58|SGC 210420-2540.3|[LPS2014] 316.8175-25.4690|[LVL2003] J210716.32-252808.6|[PL95] ACO  3744 G1|[PL95] J210716.19-252808.4" "NGC 7016" "" "" "21 07 16.289" "-25 28 08.04" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0374080 ""
"NGC  7017" "" "NGC  7017|ESO 529-26|GSC 06928-00125|GSG   6|LEDA   66137|MCG-04-49-014|SGC 210425-2541.4" "NGC 7017" "" "" "21 07 20.8" "-25 29 15" "Interacting Galaxies" "" "" 0.0343430 ""
"NGC  7018" "" "NGC  7018|2E  4445|2E 2104.2-2540|ESO 529-27|GSG   2|1Jy 2104-256|1Jy 2104-25|MCG-04-49-015|MRC 2104-256|MSH 21-2-01|OHIO X -208|PKS 2104-25|PKS J2107-2526|PKS 2104-256|SGC 210430-2537.9|VV  764|[PL95] ACO  3744 G5" "NGC 7018" "" "" "21 07 25.7" "-25 25 46" "Interacting Galaxies" "" "" 0.0370000 16.799999237060547
"NGC  7019" "" "NGC  7019|AGC  34135|6dFGS gJ210625.7-242446|ESO 529-22|GSG   8|IRAS 21035-2436|LEDA   66107|2MASX J21062571-2424456|MBG 21035-2436|NVSS J210625-242444|SGC 210331-2436.9" "NGC 7019" "" "" "21 06 25.715" "-24 24 45.65" "Emission-line galaxy" "" "" 0.0379310 ""
"NGC  7020" "" "NGC  7020|APMBGC 107+051-044|6dFGS gJ211120.1-640131|ESO 107-13|ESO-LV 107-0130|LEDA   66291|2MASX J21112011-6401313|NGC  7021|SGC 210713-6413.8|[A81] 210713-6415|[CHM2007] HDC 1148 J211120.11-6401313|[CHM2007] LDC 1454 J211120.11-6401313" "NGC 7020" "" "" "21 11 20.120" "-64 01 31.38" "Galaxy in Group of Galaxies" "" "" 0.0100940 11.479999542236328
"NGC  7022" "" "NGC  7022|APMBGC 235-054-033|6dFGS gJ210935.2-491813|ESO 235-65|ESO-LV 235-0650|FRL  952|LEDA   66224|2MASX J21093522-4918132|SGC 210608-4930.4|[CHM2007] LDC 1456 J210935.22-4918132|[SDD95] 455b" "NGC 7022" "" "" "21 09 35.230" "-49 18 13.22" "Galaxy in Group of Galaxies" "" "" 0.0077420 ""
