MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"NGC  6866" "NAME Kite" "NGC  6866|C 2002+438|Cl Melotte  229|NAME Kite|[KPR2004b] 473|[KPS2012] MWSC 3239" "NGC 6866" "" "" "20 03 55" "+44 09.5" "Open (galactic) Cluster" "" "" 0.0000460 7.599999904632568
"NGC  6867" "" "NGC  6867|AM 2006-545|6dFGS gJ201029.7-544700|ESO-LV 186-0060|ESO 186-6|HIPASS J2010-54|LEDA   64203|2MASX J20102965-5446596|2MFGC 15363|SGC 200635-5455.9|[CHM2007] HDC 1099 J201029.65-5446596|[CHM2007] LDC 1383 J201029.65-5446596" "NGC 6867" "" "" "20 10 29.656" "-54 46 59.67" "Galaxy in Group of Galaxies" "" "" 0.0147950 ""
"NGC  6868" "" "NGC  6868|AM 2006-483|AT20G J200954-482246|6dFGS gJ200954.1-482246|ESO 233-39|ESO-LV 233-0390|LEDA   64192|2MASX J20095408-4822462|SGC 200616-4831.6|[CAC2009] S0851A|[CHM2007] HDC 1096 J200954.08-4822462|[CHM2007] LDC 1384 J200954.08-4822462|[CMI2006b] N6868-f01-4001|[FWB89] Galaxy 420" "NGC 6868" "" "" "20 09 54.082" "-48 22 46.25" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0094270 9.220000267028809
"NGC  6869" "" "NGC  6869|LEDA   63972|2MASX J20004241+6613392|MCG+11-24-004|UGC 11506|UZC J200042.5+661339|Z 324-6|Z 2000.3+6605" "NGC 6869" "" "" "20 00 42.414" "+66 13 39.25" Galaxy "" "" 0.0091130 ""
"NGC  6870" "" "NGC  6870|6dFGS gJ201010.9-481713|ESO 233-41|ESO-LV 233-0410|IRAS 20065-4826|IRAS F20065-4826|LEDA   64197|2MASX J20101083-4817135|PSCz Q20065-4826|SGC 200633-4826.1|[CHM2007] HDC 1096 J201010.83-4817135|[CHM2007] LDC 1384 J201010.83-4817135|[CMI2006b] N6868-f01-4002" "NGC 6870" "" "" "20 10 10.832" "-48 17 13.57" "Interacting Galaxies" "" "" 0.0091660 11.760000228881836
"NGC  6871" "" "NGC  6871|C 2004+356|OCISM  28|OCl  148|OCl  148.0|[KPR2004b] 476|[KPS2012] MWSC 3253" "NGC 6871" "" "" "20 05 59" "+35 46.6" "Open (galactic) Cluster" "" "" -0.0000350 5.199999809265137
"NGC  6872" "" "NGC  6872|AM 2011-705|6dFGS gJ201656.5-704605|2E  4340|2E 2011.7-7055|ESO-LV  73-0320|ESO  73-32|HIPASS J2016-70|JB a 28|JB a 28-1|LEDA   64413|2MASX J20165648-7046057|SGC 201142-7055.3|VV  297a|[CHM2007] HDC 1102 J201656.48-7046057|[CHM2007] LDC 1386 J201656.48-7046057|[V75] 3U 1959-69 A" "NGC 6872" "" "" "20 16 56.484" "-70 46 05.70" "Interacting Galaxies" "" "" 0.0155110 11.59000015258789
"NGC  6873" "" "NGC  6873|[KPS2012] MWSC 3263" "NGC 6873" "" "" "20 07 41" "+21 05.4" "Open (galactic) Cluster" "" "" "" ""
"NGC  6874" "" "NGC  6874" "NGC 6874" "" "" "" "" "" "" "" "" ""
"NGC  6875" "" "NGC  6875|AM 2009-461|6dFGS gJ201312.5-460942|ESO 284-28|ESO-LV 284-0280|IRAS 20096-4618|IRAS F20096-4618|JB a 27|LEDA   64296|2MASX J20131249-4609417|PSCz Q20096-4618|SGC 200940-4618.7" "NGC 6875" "" "" "20 13 12.495" "-46 09 41.78" Galaxy "" "" 0.0103770 11.779999732971191
"NGC  6876" "" "NGC  6876|AM 2013-710|6dFGS gJ201819.2-705132|2E  4342|2E 2013.1-7100|ESO  73-35|ESO-LV  73-0350|LEDA   64447|2MASX J20181914-7051317|SGC 201306-7100.8|[CHM2007] HDC 1102 J201819.14-7051317|[CHM2007] LDC 1386 J201819.14-7051317|[FWB89] Galaxy 422" "NGC 6876" "" "" "20 18 19.146" "-70 51 31.80" "Galaxy in Group of Galaxies" "" "" 0.0128780 11.539999961853027
"TYC 9311-35-1" "" "TYC 9311-35-1|ESO  73-36|ESO-LV  73-0360|LEDA   64457|NGC  6877|SGC 201323-7100.6|[FWB89] Galaxy 423" "NGC 6877" "" "" "20 18 36.017" "-70 51 13.85" Star "" "" 0.0133350 12.609999656677246
"NGC  6878" "" "NGC  6878|6dFGS gJ201353.2-443136|ESO 284-31|ESO-LV 284-0310|IRAS 20104-4440|IRAS F20104-4440|LEDA   64317|2MASX J20135321-4431361|MCG-07-41-015|PSCz Q20104-4440|SGC 201024-4440.7|[CHM2007] HDC 1100 J201353.21-4431361|[CHM2007] LDC 1387 J201353.21-4431361" "NGC 6878" "" "" "20 13 53.218" "-44 31 36.10" "Galaxy in Group of Galaxies" "" "" 0.0194670 12.420000076293945
"NGC  6879" "" "NGC  6879|CSI+16-20082|GCRV 12528|GSC2 N03121202590|HBHA 1705-05|Hen 2-455|IRAS 20081+1646|2MASS J20102669+1655213|PK 057-08  1|PN G057.2-08.9|PN ARO  107|PN VV  249|PN VV'  525|PSCz P20081+1646|WEB 17742|[KW97] 43-13" "NGC 6879" "" "" "20 10 26.70" "+16 55 21.4" "Planetary Nebula" O3f(He) "" 0.0000240 14.800000190734863
"NGC  6880" "" "NGC  6880|AM 2014-710|ESO  73-37|ESO-LV  73-0370|IRAS 20142-7100|IRAS F20142-7100|ISOSS J20198-7051|LEDA   64479|2MASX J20192966-7051356|PSCz Q20142-7100|SGC 201416-7101.0|[CHM2007] HDC 1102 J201929.66-7051356|[CHM2007] LDC 1386 J201929.66-7051356|[SLK2004] 1624" "NGC 6880" "" "" "20 19 29.663" "-70 51 35.64" "Galaxy in Group of Galaxies" "" "" 0.0131930 13.350000381469727
"NGC  6881" "" "NGC  6881|CSI+37-20091|GCRV 12543|GSC2 N033220122825|Hen 2-456|IRAS 20090+3715|2MASS J20105244+3724424|PK 074+02  1|PN G074.5+02.1|PN VV  250|PN ARO  108|PN VV'  526|WEB 17763" "NGC 6881" "" "" "20 10 52.45" "+37 24 42.4" "Planetary Nebula" "" "" -0.0000500 ""
"NGC  6882" "" "NGC  6882|[KPR2004b] 482|[KPS2012] MWSC 3278" "NGC 6882" "" "" "20 11.8" "+26 49" "Open (galactic) Cluster" "" "" -0.0000560 14.100000381469727
"NGC  6883" "" "NGC  6883|C 2009+357|OCISM  31|OCl  152|OCl  152.0|[KPR2004b] 480|[KPS2012] MWSC 3275" "NGC 6883" "" "" "20 11 19" "+35 49.9" "Open (galactic) Cluster" "" "" -0.0000340 8.0
"NGC  6885" "" "NGC  6885|C 2009+263|OCl  132.0|[KPS2012] MWSC 3282" "NGC 6885" "" "" "20 12 01" "+26 28.7" "Open (galactic) Cluster" "" "" -0.0000050 8.100000381469727
"NGC  6886" "" "NGC  6886|BWE 2010+1950|CSI+19-20105|87GB 201028.1+195016|GCRV 12572|GSC2 N0312322318|Hen 2-458|IRAS 20104+1950|2MASS J20124283+1959226|PK 060-07  2|PN G060.1-07.7|PN ARO  109|PN VV'  528|PN VV  252|PSCz P20104+1950|WB 2010+1950|WEB 17833" "NGC 6886" "" "" "20 12 42.83" "+19 59 22.6" "Planetary Nebula" "" "" -0.0001210 ""
"NGC  6887" "" "NGC  6887|AM 2013-525|6dFGS gJ201717.3-524748|ESO 186-27|ESO-LV 186-0270|HIPASS J2017-52|IRAS 20135-5257|IRAS F20134-5257|LEDA   64427|2MASX J20171727-5247484|PSCz Q20135-5257|SGC 201330-5257.1" "NGC 6887" "" "" "20 17 17.278" "-52 47 48.49" Galaxy "" "" 0.0090940 11.760000228881836
"NGC  6888" "NAME Crescent Nebula" "NGC  6888|LBN   203|LBN 075.51+02.29|NAME Crescent Nebula|[T70] 32" "NGC 6888" "" "" "20 12 07" "+38 21.3" "Interstellar matter" WN6b(h) "" "" ""
"NGC  6889" "" "NGC  6889|6dFGS gJ201853.2-535726|ESO 186-29|ESO-LV 186-0290|HIPASS J2018-53|IRAS 20151-5406|JB a 32|LEDA   64464|2MASX J20185325-5357254|SGC 201503-5406.8" "NGC 6889" "" "" "20 18 53.254" "-53 57 25.48" Galaxy "" "" 0.0084620 ""
"NGC  6890" "" "NGC  6890|6dFGS gJ201818.1-444825|ESO 284-54|ESO-LV 284-0540|IRAS 20148-4457|IRAS F20148-4457|LEDA   64446|2MASX J20181815-4448252|MCG-07-41-023|PSCz Q20148-4457|QDOT B2014508-445743|SGC 201449-4457.8|[CHM2007] LDC 1394 J201818.15-4448252|[DML87] 715|[HB91] 2014-449|[VV2000c] J201818.1-444824|[VV2003c] J201818.1-444824|[VV2006c] J201818.1-444824|[VV2010c] J201818.1-444824|[VV98c] J201818.1-444824" "NGC 6890" "" "" "20 18 18.157" "-44 48 25.28" "Seyfert 2 Galaxy" "" "" 0.0080000 14.020000457763672
"NGC  6891" "" "NGC  6891|BD+12  4266|BWE 2012+1233|EM* CDS 1140|GB6 B2012+1233|87GB 201248.6+123304|GCRV 12622|GSC2 N0211202115|GSC 01081-00805|HD 192563|IRAS 20127+1233|IRAS F20127+1233|2MASX J20150883+1242159|MITG J201511+1241|PK 054-12  1|PLX 4810.01|PN G054.1-12.1|PN ARO   37|PN VV  253|PN VV'  529|TYC 1081-805-1|WEB 17935" "NGC 6891" "" "HD 192563" "20 15 08.838" "+12 42 15.63" "Planetary Nebula" O3Ib(f*) 18.700 0.0001400 12.510000228881836
"NGC  6893" "" "NGC  6893|AM 2017-482|6dFGS gJ202049.6-481421|ESO-LV 234-0060|ESO 234-6|FRL  537|ISOSS J20208-4814|LEDA   64507|2MASX J20204964-4814206|SGC 201714-4823.9|[CHM2007] LDC 1384 J202049.64-4814206|[SLK2000] 101|[SLK2004] 1625" "NGC 6893" "" "" "20 20 49.644" "-48 14 20.66" "Galaxy in Group of Galaxies" "" "" 0.0101940 11.449999809265137
"NGC  6894" "" "NGC  6894|CSI+30-20144  2|EM* VES  128|GCRV 12649|GSC2 N0332332134988|Hen 2-460|IRAS 20143+3024|PK 069-02  1|PN G069.4-02.6|PN ARO  110|PN VV  254|PN VV'  530|WEB 17974" "NGC 6894" "" "" "20 16 23.965" "+30 33 53.17" "Planetary Nebula" "" "" -0.0001930 ""
"NGC  6895" "" "NGC  6895|[KPS2012] MWSC 3296" "NGC 6895" "" "" "20 16 08" "+50 14.7" "" "" "" "" ""
"NGC  6897" "" "NGC  6897|AGC 600049|6dFGS gJ202101.3-121517|IRAS 20182-1224|IRAS F20182-1224|ISOSS J20210-1215|LEDA   64513|2MASX J20210126-1215171|MCG-02-52-001|PSCz Q20182-1224|QDOT B2018149-122454|[CHM2007] LDC 1389 J202101.26-1215171|[SLK2004] 1626" "NGC 6897" "" "" "20 21 01.267" "-12 15 17.11" "Galaxy in Group of Galaxies" "" "" 0.0177560 ""
"NGC  6898" "" "NGC  6898|6dFGS gJ202108.0-122132|IRAS F20183-1231|IRAS 20183-1231|ISOSS J20211-1222|LEDA   64517|2MASX J20210802-1221320|MCG-02-52-002|NVSS J202107-122130|PSCz Q20183-1231|WISH B2018.3-1231|[CHM2007] LDC 1389 J202108.02-1221320|[SLK2004] 1627" "NGC 6898" "" "" "20 21 08.027" "-12 21 32.09" "Emission-line galaxy" "" "" 0.0189430 ""
"NGC  6899" "" "NGC  6899|6dFGS gJ202422.2-502602|ESO 234-22|ESO-LV 234-0220|FRL  896|HIPASS J2024-50|IRAS 20207-5035|LEDA   64630|2MASX J20242223-5026023|PSCz Q20207-5035|SGC 202042-5035.7|[CHM2007] LDC 1395 J202422.23-5026023" "NGC 6899" "" "" "20 24 22.236" "-50 26 02.39" "Galaxy in Group of Galaxies" "" "" 0.0195150 ""
"NGC  6900" "" "NGC  6900|6dFGS gJ202135.1-023409|HIPASS J2021-02|IRAS 20189-0243|LEDA   64530|2MASX J20213512-0234092|MCG+00-52-001|NVSS J202135-023401|PSCz Q20189-0243" "NGC 6900" "" "" "20 21 35.127" "-02 34 09.21" "Emission-line galaxy" "" "" 0.0170780 ""
"NGC  6901" "" "NGC  6901|IC 5000|IC 1316|IRAS 20199+0616|LEDA   64552|2MASX J20222151+0625475|MCG+01-52-002|PSCz Q20199+0616|SDSS J202221.52+062547.5|UGC 11542|UZC J202221.6+062548|Z 399-2|Z 2019.9+0616|[CHM2007] HDC 1107 J202221.51+0625475|[CHM2007] LDC 1398 J202221.51+0625475" "NGC 6901" "" "" "20 22 21.519" "+06 25 47.51" "Galaxy in Group of Galaxies" "" "" 0.0160110 ""
"NGC  6902" "" "NGC  6902|AM 2021-434|6dFGS gJ202428.1-433912|ESO 285-8|ESO-LV 285-0080|HIPASS J2024-43|IRAS 20210-4348|IRAS F20210-4348|LEDA   64632|2MASX J20242813-4339127|MCG-07-42-002|PSCz Q20210-4348|Ser 136-2|SGC 202102-4348.9|SINGG HIPASS J2024-43|[BBW2000] FT 108|[CHM2007] LDC 1394 J202428.13-4339127" "NGC 6902" "" "" "20 24 28.140" "-43 39 12.71" "Galaxy in Group of Galaxies" "" "" 0.0093630 10.930000305175781
"NGC  6903" "" "NGC  6903|6dFGS gJ202344.9-191932|ESO 596-29|ESO-LV 596-0290|LEDA   64607|2MASX J20234488-1919315|MCG-03-52-003|SGC 202052-1929.2" "NGC 6903" "" "" "20 23 44.883" "-19 19 31.51" Galaxy "" "" 0.0110180 ""
"NGC  6904" "" "NGC  6904|[KPS2012] MWSC 3326" "NGC 6904" "" "" "20 21 50" "+25 44.1" "Open (galactic) Cluster" "" "" "" ""
"NGC  6905" "NAME Blue Flash Nebula" "NGC  6905|BWE 2020+1956|CSI+19-20201|GB6 B2020+1956|87GB 202009.1+195631|GCRV 12720|GSC 01639-01907|HD 193949|Hen 2-466|IRAS 20201+1956|2MASX J20222299+2006162|MITG J202222+2006|NAME Blue Flash Nebula|PK 061-09  1|PLX 4855|PLX 4855.00|PN G061.4-09.5|PN ARO   75|PN VV  257|PN VV'  535|V* NT Del|WD 2020+199|WEB 18141|[KW97] 46-1" "NGC 6905" "" "HD 193949" "20 22 22.991" "+20 06 16.25" "Planetary Nebula" [WC3] 14.500 -0.0000140 14.5
"NGC  6906" "" "NGC  6906|LEDA   64601|2MASX J20233389+0626372|MCG+01-52-003|TC 597|UGC 11548|UZC J202334.0+062637|Z 399-6|Z 2021.1+0617|[CHM2007] LDC 1398 J202333.89+0626372|[CHM2007] HDC 1107 J202333.89+0626372" "NGC 6906" "" "" "20 23 33.896" "+06 26 37.25" "Galaxy in Group of Galaxies" "" "" 0.0162000 ""
"NGC  6907" "" "NGC  6907|AGC  33399|ESO 528-3|ESO-LV 528-0030|HIPASS J2025-24|IRAS 20221-2458|IRAS F20221-2458|LEDA   64650|MCG-04-48-006|NVSS J202507-244832|PMN J2025-2448|PSCz Q20221-2458|SGC 202208-2458.3|SINGG HIPASS J2025-24|UGCA 418|WISH B2022.1-2458A|WISH B2022.1-2458|[M98c] 202207.7-245818" "NGC 6907" "" "" "20 25 06.9" "-24 48 38" Galaxy "" "" 0.0106490 11.300000190734863
"NGC  6908" "" "NGC  6908|6dFGS gJ202506.7-244834|2MASX J20250664-2448335|[CHM2007] LDC 1397 J202506.64-2448335" "NGC 6908" "" "" "20 25 06.643" "-24 48 33.53" "Galaxy in Group of Galaxies" "" "" 0.0106900 ""
"NGC  6909" "" "NGC  6909|AM 2024-471|6dFGS gJ202738.9-470137|ESO 285-12|ESO-LV 285-0120|LEDA   64725|2MASX J20273886-4701373|SGC 202407-4711.5|[FWB89] Galaxy 425" "NGC 6909" "" "" "20 27 38.870" "-47 01 37.39" Galaxy "" "" 0.0090530 11.880000114440918
"NGC  6910" "" "NGC  6910|C 2021+406|OCISM  38|OCl  181|[KPR2004b] 486|[KPS2012] MWSC 3327" "NGC 6910" "" "" "20 23 08" "+40 46.5" "Open (galactic) Cluster" "" "" -0.0001090 7.400000095367432
"NGC  6911" "" "NGC  6911|IRAS F20192+6634|IRAS 20191+6634|ISOSS J20195+6643|LEDA   64485|2MASX J20193834+6643421|MCG+11-24-006|PSCz P20191+6634|UGC 11540|Z 324-7|Z 325-1|Z 2019.2+6635|[SLK2000] 100|[SLK2004] 1623" "NGC 6911" "" "" "20 19 38.342" "+66 43 42.11" Galaxy "" "" 0.0082990 ""
"NGC  6912" "" "NGC  6912|6dFGS gJ202652.1-183702|ESO 596-38|ESO-LV 596-0380|HIPASS J2026-18|IRAS 20240-1846|IRAS F20239-1847|LEDA   64700|2MASX J20265207-1837022|MCG-03-52-008|NVSS J202652-183704|PSCz Q20240-1846|SGC 202400-1846.9" "NGC 6912" "" "" "20 26 52.075" "-18 37 02.28" "Emission-line galaxy" "" "" 0.0235750 ""
"M  29" "" "M  29|C 2022+383|NGC  6913|OCISM  36|OCl  168|[KPR2004b] 488|[KPS2012] MWSC 3329" "NGC 6913" "M 29" "" "20 23 56" "+38 31.4" "Open (galactic) Cluster" "" "" -0.0000700 6.599999904632568
"NGC  6914" "" "NGC  6914|LBN 080.26+02.54|LBN   274|LBN   280|LBN 080.10+02.66" "NGC 6914" "" "" "20 25" +42.3 "HII (ionized) region" "" "" "" ""
"NGC  6915" "" "NGC  6915|6dFGS gJ202746.1-030437|IRAS 20251-0314|LEDA   64729|2MASX J20274605-0304375|NVSS J202746-030436|PSCz Q20251-0314|[CHM2007] LDC 1403 J202746.05-0304375|[VV2010c] J202746.0-030437" "NGC 6915" "" "" "20 27 46.055" "-03 04 37.60" "LINER-type Active Galaxy Nucleus" "" "" 0.0188950 ""
"NGC  6916" "" "NGC  6916|IRAS 20224+5810|IRAS F20224+5810|ISOSS J20235+5820|LEDA   64600|2MASX J20233306+5820385|MCG+10-29-004|PSCz Q20224+5810|SDSS J202333.11+582038.6|TC 598|UGC 11554|UZC J202333.1+582039|Z 304-4|Z 2022.4+5812|[SLK2004] 1633" "NGC 6916" "" "" "20 23 33.061" "+58 20 38.60" Galaxy "" "" 0.0103440 ""
"NGC  6917" "" "NGC  6917|IRAS 20249+0755|LEDA   64715|2MASX J20272835+0805531|MCG+01-52-007|PSCz P20249+0755|UGC 11563|UZC J202728.4+080553|Z 2025.0+0756|Z 399-10|[CHM2007] LDC 1398 J202728.35+0805531" "NGC 6917" "" "" "20 27 28.352" "+08 05 53.12" "Galaxy in Group of Galaxies" "" "" 0.0156570 ""
"NGC  6918" "" "NGC  6918|6dFGS gJ203047.1-472825|ESO 234-40|ESO-LV 234-0400|FRL  345|IRAS 20272-4738|IRAS F20272-4738|LEDA   64851|2MASX J20304713-4728256|PSCz Q20272-4738|SGC 202715-4738.4" "NGC 6918" "" "" "20 30 47.131" "-47 28 25.68" Galaxy "" "" 0.0175630 ""
"NGC  6919" "" "NGC  6919|6dFGS gJ203138.1-441259|ESO 285-27|ESO-LV 285-0270|IRAS 20282-4423|IRAS F20281-4423|LEDA   64883|2MASX J20313813-4412592|MCG-07-42-011|PSCz Q20282-4423|SGC 202812-4423.2|[CHM2007] HDC 1115 J203138.13-4412592|[CHM2007] LDC 1408 J203138.13-4412592" "NGC 6919" "" "" "20 31 38.137" "-44 12 59.24" "Galaxy in Group of Galaxies" "" "" 0.0223420 ""
"NGC  6920" "" "NGC  6920|6dFGS gJ204357.4-800003|ESO  26-4|ESO-LV  26-0040|HIPASS J2043-80|IRAS F20364-8010|JB b 23|LEDA   65273|2MASX J20435731-8000029|SGC 203630-8010.8|[SDD95] 424a" "NGC 6920" "" "" "20 43 57.319" "-80 00 02.91" "Interacting Galaxies" "" "" 0.0087780 ""
"NGC  6921" "" "NGC  6921|GB6 B2026+2533|87GB 202621.8+253300|IRAS 2026+255P15|IRAS 20264+2533|LEDA   64768|2MASX J20282884+2543241|MCG+04-48-001|PSCz Q20264+2533|UGC 11570|UZC J202828.8+254324|Z 2026.4+2533|[VDD93] 228|[WGB2006] 202624+25330 a" "NGC 6921" "" "" "20 28 28.843" "+25 43 24.19" "Seyfert 2 Galaxy" "" "" 0.0152300 ""
"NGC  6922" "" "NGC  6922|6dFGS gJ202952.9-021128|HIPASS J2029-02|IRAS F20272-0221|IRAS 20272-0221|LEDA   64814|2MASX J20295290-0211283|MCG+00-52-018|NVSS J202952-021130|PSCz Q20272-0221|UGC 11574|UZC J202952.9-021129|Z 373-17|Z 2027.3-0221|[CHM2007] LDC 1403 J202952.90-0211283|[CHM2007] HDC 1114 J202952.90-0211283" "NGC 6922" "" "" "20 29 52.903" "-02 11 28.32" "Emission-line galaxy" "" "" 0.0190830 ""
"NGC  6923" "" "NGC  6923|AM 2028-310|6dFGS gJ203139.1-304955|ESO 462-29|ESO-LV 462-0290|HIPASS J2031-30|IC 5004|IRAS 20285-3100|LEDA   64884|2MASX J20313906-3049549|MCG-05-48-017|PSCz Q20285-3100|RR95 320a|SGC 202833-3100.2|SINGG HIPASS J2031-30|[A81] 202835-3100|[CHM2007] LDC 1407 J203139.06-3049549|[M98c] 202833.0-310012" "NGC 6923" "" "" "20 31 39.067" "-30 49 54.90" "Galaxy in Pair of Galaxies" "" "" 0.0094390 12.09000015258789
"NGC  6924" "" "NGC  6924|AM 2030-253|6dFGS gJ203319.2-252828|ESO 528-16|ESO-LV 528-0160|LEDA   64945|2MASX J20331925-2528281|MCG-04-48-014|NVSS J203319-252830|SGC 203020-2538.7|[CAC2009] A3698 b|[CHM2007] LDC 1411 J203319.25-2528281|[CHM2007] HDC 1116 J203319.25-2528281" "NGC 6924" "" "" "20 33 19.255" "-25 28 28.15" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0201670 ""
"NGC  6925" "" "NGC  6925|AGC  33592|AM 2031-320|6dFGS gJ203420.6-315851|ESO 463-4|ESO-LV 463-0040|HIPASS J2034-31|IC 5015|IRAS 20312-3209|IRAS F20312-3209|LEDA   64980|2MASX J20342056-3158512|MCG-05-48-022|2MFGC 15611|NVSS J203420-315841|PSCz P20312-3209|SGC 203114-3209.2|SINGG HIPASS J2034-31|[CHM2007] LDC 1407 J203420.56-3158512|[M98c] 203114.2-320910" "NGC 6925" "" "" "20 34 20.566" "-31 58 51.20" "Emission-line galaxy" "" "" 0.0093170 11.300000190734863
"NGC  6926" "" "NGC  6926|6dFGS gJ203306.1-020139|HIPASS J2032-02|IRAS 20305-0211|IRAS F20304-0211|LEDA   64939|2MASX J20330610-0201390|MCG+00-52-033|NVSS J203306-020139|PMN J2033-0201|PSCz Q20305-0211|UGC 11588|UZC J203306.0-020141|VLSS J2033.1-0201|VV  621|2XMM J203306.1-020128|Z 373-33|Z 2030.5-0211|[CHM2007] LDC 1403 J203306.10-0201390|[CHM2007] HDC 1114 J203306.10-0201390|[VV2000c] J203306.1-020140|[VV2003c] J203306.1-020140|[VV2006c] J203306.1-020140|[VV2010c] J203306.1-020140|[VV98c] J203306.1-020136" "NGC 6926" "" "" "20 33 06.108" "-02 01 39.07" "Seyfert 2 Galaxy" "" "" 0.0198470 13.869999885559082
"NGC  6927" "" "NGC  6927|LEDA   64925|2MASX J20323818+0954590|MCG+02-52-016|NPM1G +09.0505|SSSG  3b|Z 424-20|Z 2030.2+0945|[BGK2003] B203013.6+094443" "NGC 6927" "" "" "20 32 38.181" "+09 54 59.08" "Galaxy in Pair of Galaxies" "" "" 0.0147400 ""
"NGC  6928" "" "NGC  6928|IRAS 20304+0945|IRAS F20304+0945|ISOSS J20328+0955|LEDA   64932|2MASX J20325022+0955351|MCG+02-52-017|2MFGC 15597|PSCz Q20304+0945|UGC 11589|UZC J203250.2+095538|Z 424-21|Z 2030.5+0945|[BGK2003] B203025.7+094522|[CHM2007] LDC 1402 J203250.22+0955351|[SLK2000] 102|[SLK2004] 1647" "NGC 6928" "" "" "20 32 50.222" "+09 55 35.15" "Galaxy in Pair of Galaxies" "" "" 0.0157180 ""
"NGC  6929" "" "NGC  6929|6dFGS gJ203321.7-020214|GSC 05180-00253|LEDA   64949|2MASX J20332170-0202135|MCG+00-52-035|NPM1G -02.0441|UZC J203321.7-020215|Z 373-35|Z 2030.8-0212|[CHM2007] HDC 1114 J203321.70-0202135|[CHM2007] LDC 1403 J203321.70-0202135" "NGC 6929" "" "" "20 33 21.709" "-02 02 13.56" "Galaxy in Group of Galaxies" "" "" 0.0205740 ""
"NGC  6930" "" "NGC  6930|IRAS 20305+0942|LEDA   64935|MCG+02-52-018|PSCz Q20305+0942|TC 600|UGC 11590|UZC J203258.8+095228|Z 424-22|Z 2030.6+0941|[CCA99] UGC 11590a|[M98c] 203034.3+094214" "NGC 6930" "" "" "20 32 58.84" "+09 52 26.6" Galaxy "" "" 0.0155940 ""
"NGC  6931" "" "NGC  6931|6dFGS gJ203341.4-112208|IRAS F20309-1132|IRAS 20309-1132|ISOSS J20336-1122|LEDA   64963|2MASX J20334133-1122080|MCG-02-52-016|2MFGC 15605|PSCz Q20309-1132|[SLK2004] 1648" "NGC 6931" "" "" "20 33 41.338" "-11 22 08.07" Galaxy "" "" 0.0120000 ""
"NGC  6932" "" "NGC  6932|AM 2036-734|6dFGS gJ204208.6-733710|ESO  47-8|ESO-LV  47-0080|FM  47-9|LEDA   65219|2MASX J20420855-7337097|SGC 203639-7347.9" "NGC 6932" "" "" "20 42 08.555" "-73 37 09.79" Galaxy "" "" 0.0123620 ""
"NGC  6934" "" "NGC  6934|C 2031+072|GCl 117|[KPS2012] MWSC 3369" "NGC 6934" "" "" "20 34 11.37" "+07 24 16.1" "Globular Cluster" "" "" -0.0013710 9.75
"NGC  6935" "" "NGC  6935|AM 2034-521|6dFGS gJ203820.2-520638|ESO 234-59|ESO-LV 234-0590|FRL  906|IRAS 20346-5217|LEDA   65112|Lu YC 2034-52|2MASX J20382024-5206374|PSCz Q20346-5217|RR95 322a|SGC 203439-5217.1|[CHM2007] LDC 1383 J203820.24-5206374|[SDD95] 423a" "NGC 6935" "" "" "20 38 20.244" "-52 06 37.47" "Galaxy in Pair of Galaxies" "" "" 0.0153990 12.100000381469727
"NGC  6936" "" "NGC  6936|6dFGS gJ203556.3-251648|ESO 528-22|ESO-LV 528-0220|LEDA   65033|2MASX J20355629-2516480|MCG-04-48-021|NVSS J203556-251647|SGC 203258-2527.2|[CAC2009] A3698 a|[CHM2007] HDC 1116 J203556.29-2516480|[CHM2007] LDC 1411 J203556.29-2516480|[LPS2014] 308.9842-25.2792|[LVL2003] J203556.30-251648.0|[PL95] ACO  3698 G1|[PL95] J203556.21-251645.3|[VV2010c] J203556.3-251648" "NGC 6936" "" "" "20 35 56.294" "-25 16 48.02" "LINER-type Active Galaxy Nucleus" "" "" 0.0195950 ""
"NGC  6937" "" "NGC  6937|AM 2035-521|6dFGS gJ203845.8-520836|ESO-LV 234-0600|ESO 234-60|FRL  349|HIPASS J2038-52|IRAS 20350-5219|LEDA   65125|2MASS J20384585-5208356|2MASX J20384579-5208355|PSCz Q20350-5219|RR95 322b|SGC 203505-5219.2|SINGG HIPASS J2038-52|[CHM2007] LDC 1383 J203845.79-5208355|[SDD95] 423b" "NGC 6937" "" "" "20 38 45.853" "-52 08 35.69" "Galaxy in Pair of Galaxies" "" "" 0.0157810 13.8100004196167
"NGC  6938" "" "NGC  6938|[KPS2012] MWSC 3372" "NGC 6938" "" "" "20 34 44" "+22 12.6" "" "" "" "" ""
"NGC  6939" "" "NGC  6939|C 2030+604|Cl Melotte  231|[KPS2012] MWSC 3357" "NGC 6939" "" "" "20 31 30" "+60 39.7" "Open (galactic) Cluster" "" "" -0.0001400 7.800000190734863
"NGC  6940" "" "NGC  6940|C 2032+281|Cl Melotte  232|OCl  141.0|[KPR2004b] 491|[KPS2012] MWSC 3370" "NGC 6940" "" "" "20 34 26" "+28 17.0" "Open (galactic) Cluster" "" "" 0.0000150 6.300000190734863
