MAIN_ID ID_NAME ID_HD ID_NGC RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"HD 241814" "" "HD 241814" "" "05 14 17.0021" "+19 52 58.553" "High proper-motion Star" K5V 31.410 "" 9.642999649047852
"EGGR 524" "" "" "" "05 14 03.49" "+08 00 15.2" "White Dwarf" DA7.6 "" "" 15.890000343322754
"GJ  3340" "" "" "" "05 15 08.0400" "-07 20 48.495" "High proper-motion Star" M1.0V 44.540 0.0000830 11.541999816894531
"LHS  1748" "" "" "" "05 15 46.68" "-31 17 45.6" "High proper-motion Star" M2.5 "" -0.0019110 12.079999923706055
"G 191-30" "" "" "" "05 20 41.3941" "+58 47 33.150" "High proper-motion Star" M3.5 41.400 -0.0117520 13.4399995803833
"G 191-29" "" "" "" "05 20 40.730" "+58 47 19.86" "High proper-motion Star" M3.5 43.100 "" 14.029999732971191
"GJ  3344" "" "" "" "05 16 00.3493" "-72 14 12.724" "Double or multiple star" M2 45.570 "" 11.708999633789062
"G 191-32" "" "" "" "05 21 10.23" "+55 45 51.4" "High proper-motion Star" M3.40 "" 0.0003240 13.026000022888184
"HD  34865" "" "HD 34865" "" "05 19 59.5766" "-15 50 22.706" "High proper-motion Star" K3.5Vk: 42.020 -0.0000480 8.717000007629395
"HD  35956" "" "HD 35956" "" "05 28 51.6284" "+12 33 02.960" "Spectroscopic binary" G0V 35.500 0.0000570 6.760000228881836
"G 102-4" "" "" "" "05 28 56.500" "+12 31 53.94" "Flare Star" M4.0V 39.500 0.0000580 13.920000076293945
"Ross  406" "" "" "" "05 29 52.691" "+32 04 52.48" "High proper-motion Star" M2.5Ve 48.600 0.0000030 12.229000091552734
"LP  892-51" "" "" "" "05 31 04.30" "-30 11 44.3" "High proper-motion Star" M3.5 "" "" 13.100000381469727
"LHS   207" "" "" "" "05 38 12.66" "+79 31 18.7" "High proper-motion Star" M6 45.100 "" 18.399999618530273
"G 191-45" "" "" "" "05 34 08.6641" "+51 12 56.354" "High proper-motion Star" M1.0Ve 39.170 -0.0002190 11.069000244140625
"Ross   45A" "" "" "" "05 34 15.140" "+10 19 14.21" "High proper-motion Star" M3.0V "" -0.0000570 12.079999923706055
"Ross   45B" "" "" "" "05 34 15.078" "+10 19 09.16" "High proper-motion Star" M4.5V "" -0.0000500 ""
"HD 244957" "" "HD 244957" "" "05 35 00.8501" "+28 05 54.649" "High proper-motion Star" K5 29.400 0.0001000 10.100000381469727
"Ross   46" "" "" "" "05 34 52.12" "+13 52 47.2" "High proper-motion Star" M3V 80.700 0.0001070 11.815999984741211
"Wolf 1457" "" "" "" "05 36 00.077" "-07 38 58.08" "High proper-motion Star" M4 "" "" 12.800000190734863
"HD  37008" "" "HD 37008" "" "05 38 11.8617" "+51 26 44.671" "High proper-motion Star" K1V 49.600 -0.0001520 7.730000019073486
"HD  37199" "" "HD 37199" "" "05 39 01.7638" "+45 26 52.173" "High proper-motion Star" G5 11.320 -0.0007060 8.069999694824219
"HD  37706A" "" "HD 37706A" "" "05 38 09.390" "-46 06 21.73" "High proper-motion Star" G9V 33.200 0.0000450 9.0
"HD  37706B" "" "HD 37706B" "" "05 38 09.845" "-46 06 20.56" "High proper-motion Star" K5V 33.200 0.0000450 10.949999809265137
"V* V1402 Ori" "" "" "" "05 40 16.0934" "+12 39 00.631" "Flare Star" M1.5V 28.810 0.0003170 11.354000091552734
"HD  38114" "" "HD 38114" "" "05 44 51.1104" "+32 23 27.145" "High proper-motion Star" G5 4.500 -0.0001360 8.130000114440918
"LHS  1788" "" "" "" "05 47 52.25" "+69 44 27.3" "High proper-motion Star" M5.5 42.400 "" 16.469999313354492
"Wolf  237" "" "" "" "05 46 38.45" "+44 07 19.8" "High proper-motion Star" M4.0Ve 47.600 "" 12.776000022888184
"LP  658-33" "" "" "" "05 47 09.072" "-05 12 10.69" "High proper-motion Star" M4.5V 58.800 -0.0001830 14.539999961853027
"GJ  3367" "" "" "" "05 47 17.9697" "-00 00 48.803" "Rotationally variable Star" M0 38.450 "" 10.928000450134277
"G 106-2" "" "" "" "05 48 24.08" "+07 45 38.8" "High proper-motion Star" M4V "" 0.0000170 14.199999809265137
"L  810-58" "" "" "" "05 48 17.1394" "-11 08 04.638" "High proper-motion Star" K9Vk: 37.390 0.0003340 10.960000038146973
"HD  39476" "" "HD 39476" "" "05 55 24.1989" "+49 00 19.609" Star K2 1.830 "" 8.34000015258789
"G 192-11" "" "" "" "05 59 37.7520" "+58 35 34.843" "Variable of BY Dra type" M0.0V 74.190 -0.0000460 10.260000228881836
"G 192-12" "" "" "" "05 59 55.695" "+58 34 15.21" "Flare Star" M4.2V "" 0.0000010 13.5600004196167
"LP   57-41" "" "" "" "06 00 49.421" "+68 09 23.82" "High proper-motion Star" M3.5Ve 48.039 "" 12.9399995803833
"LP   57-40" "" "" "" "06 00 46.504" "+68 08 30.04" "High proper-motion Star" M4 48.939 "" 13.319999694824219
"* bet Aur" "NAME Menkalinan" "HD 40183" "" "05 59 31.7229" "+44 56 50.757" "Eclipsing binary of Algol type" A1IV-Vp 40.210 -0.0000530 1.899999976158142
"HD  40397" "" "HD 40397" "" "05 58 21.5372" "-04 39 02.394" "High proper-motion Star" F7V 40.880 0.0004790 6.984000205993652
"LP  659-4" "" "" "" "05 58 17.17" "-04 38 01.3" "High proper-motion Star" M4.5V "" "" 16.489999771118164
"G 192-13" "" "" "" "06 01 11.065" "+59 35 50.82" "High proper-motion Star" M4.0Ve 133.500 0.0000100 11.710000038146973
"G  99-49" "" "" "" "06 00 03.495" "+02 42 23.67" "Flare Star" M3.5Ve 190.930 0.0000960 11.3100004196167
"LHS  1809" "" "" "" "06 02 29.181" "+49 51 56.16" "High proper-motion Star" M5.0V 107.700 0.0000500 14.479999542236328
"Wolf  261" "" "" "" "06 03 29.58" "+47 48 15.6" "High proper-motion Star" M4.17 43.200 0.0000950 13.927000045776367
"LP  779-10" "" "" "" "06 02 22.62" "-20 19 44.7" "High proper-motion Star" M3.5 "" "" 13.288999557495117
"HD  41190" "" "HD 41190" "" "06 04 21.6276" "+18 41 37.938" Star G5 1.910 -0.0000750 7.940000057220459
"Ross   70" "" "" "" "06 07 11.793" "+33 32 37.27" "High proper-motion Star" M2.0Ve "" "" 12.420000076293945
"Wolf 1058" "" "" "" "06 10 46.3341" "+25 56 02.572" "High proper-motion Star" M1.5Ve 32.800 "" 11.289999961853027
"BD+63   639" "" "" "" "06 13 35.2817" "+63 23 38.907" "High proper-motion Star" "" 37.350 0.0000720 9.75
"HD  42618" "" "HD 42618" "" "06 12 00.5669" "+06 46 59.057" "High proper-motion Star" G4V 41.050 -0.0001780 6.839000225067139
"G 192-22" "" "" "" "06 14 02.40" "+51 40 08.1" "High proper-motion Star" M3.5Ve 67.100 0.0002830 12.859999656677246
"HD  43162" "" "HD 43162" "" "06 13 45.2954" "-23 51 42.973" "Variable of BY Dra type" G6.5V 59.660 0.0000730 6.366000175476074
"*  71 Ori" "" "HD 43042" "" "06 14 50.8758" "+19 09 23.198" "High proper-motion Star" F5.5IV-V 48.040 0.0001180 5.199999809265137
"GJ  3391" "" "" "" "06 21 13.0393" "+44 14 30.690" "Flare Star" M2.0V "" "" 12.234000205993652
"G 105-30" "" "" "" "06 20 47.74" "+06 45 17.2" "White Dwarf" DA8.5 44.800 "" 16.3700008392334
"LHS  1848" "" "" "" "06 25 53.00" "+56 10 25.0" "High proper-motion Star" M4 60.400 "" 14.600000381469727
"HD  45184" "" "HD 45184" "" "06 24 43.8796" "-28 46 48.415" "High proper-motion Star" G2Va 45.560 -0.0000130 6.389999866485596
"GJ  3395" "" "" "" "06 31 01.1600" "+50 02 48.207" "Flare Star" M0.8V 49.580 0.0000290 11.062999725341797
"LP  205-44" "" "" "" "06 31 50.732" "+41 29 45.49" "Flare Star" M5.84 35.900 0.0000070 14.779999732971191
"L   59-3" "" "" "" "06 32 21.892" "-69 57 44.56" "High proper-motion Star" M3 "" 0.0000690 12.975000381469727
"G 110-2" "" "" "" "06 36 06.391" "+11 37 03.21" "High proper-motion Star" M4.5V 54.700 0.6415820 14.220000267028809
"G 104-52" "" "" "" "06 40 05.51" "+28 35 14.3" "High proper-motion Star" M2.5Ve "" "" 11.857999801635742
"HD  48189A" "" "HD 48189A" "" "06 38 00.390" "-61 32 00.21" "High proper-motion Star" G0V "" "" 6.349999904632568
"HD  48189B" "" "HD 48189B" "" "06 38 00.277" "-61 32 00.26" "High proper-motion Star" K3 "" "" 8.640000343322754
"Wolf  289" "" "" "" "06 41 28.181" "+15 45 48.23" "High proper-motion Star" M4 "" 0.5374090 13.824999809265137
"CD-55  1514" "" "" "" "06 39 37.6413" "-55 36 34.824" "High proper-motion Star" M0Vk: 75.190 0.0000200 9.809000015258789
"G 108-21" "" "" "" "06 42 11.1917" "+03 34 52.587" "High proper-motion Star" M3V 77.900 0.0002740 12.062000274658203
"G 108-22" "" "" "" "06 42 13.34" "+03 35 31.1" "High proper-motion Star" M4 "" "" 13.329999923706055
"G 192-39" "" "" "" "06 43 49.697" "+51 08 20.98" "Double or multiple star" M3.5V 52.100 "" 12.34000015258789
"G 192-39" "" "" "" "06 43 49.697" "+51 08 20.98" "Double or multiple star" M3.5V 52.100 "" 12.34000015258789
"HD 263175" "" "HD 263175" "" "06 46 05.0508" "+32 33 20.443" "High proper-motion Star" K3V 39.600 -0.0001070 8.789999961853027
"HD 263175B" "" "HD 263175B" "" "06 46 07.500" "+32 33 14.91" "High proper-motion Star" M1.0V 47.100 "" 12.090999603271484
"EGGR 484" "" "" "" "06 47 22.15" "+02 31 08.9" "White Dwarf" DA7.0 54.600 "" 15.680000305175781
"BD+35  1493" "" "" "" "06 49 35.8505" "+35 08 25.987" "High proper-motion Star" K6V 36.670 0.0000060 10.11400032043457
"G 250-29" "" "" "" "06 54 04.2374" "+60 52 18.363" "Double or multiple star" M3.0Ve 95.430 -0.0001040 10.829999923706055
"L 1246-11" "" "" "" "06 52 24.30" "+18 17 04.7" "High proper-motion Star" M3.5 "" 0.1768270 13.20300006866455
"LHS  1882" "" "" "" "06 56 23.43" "+54 58 28.5" "High proper-motion Star" M2.0Ve 58.600 "" 12.399999618530273
"BD+40  1758" "" "" "" "06 56 28.1181" "+40 04 27.587" "High proper-motion Star" K4.5V 40.650 0.0001700 9.1899995803833
"G 107-38" "" "" "" "06 56 28.512" "+40 05 05.20" "High proper-motion Star" M1.0Ve 38.100 0.0001880 11.079999923706055
"GJ  3417" "" "" "" "06 57 57.1189" "+62 19 19.366" "Flare Star" M4.5V 87.400 0.0000330 13.5600004196167
"GJ  3417" "" "" "" "06 57 57.1189" "+62 19 19.366" "Flare Star" M4.5V 87.400 0.0000330 13.5600004196167
"GJ  3417" "" "" "" "06 57 57.1189" "+62 19 19.366" "Flare Star" M4.5V 87.400 0.0000330 13.5600004196167
"HD  51534" "" "HD 51534" "" "06 58 11.7770" "+14 13 13.170" Star G5 1.710 "" 8.279999732971191
"LHS  1887" "" "" "" "06 59 19.753" "-10 16 05.28" "High proper-motion Star" K7 "" "" 14.199999809265137
"EGGR 485" "" "" "" "07 00 51.62" "+31 57 45.0" "White Dwarf" DC10 53.600 "" 16.6200008392334
"G 193-27" "" "" "" "07 03 55.655" "+52 42 07.60" "High proper-motion Star" M5.0Ve 117.900 0.0001440 13.289999961853027
"HD  53501" "" "HD 53501" "" "06 59 50.5351" "-67 54 59.198" "High proper-motion Star" K3III 11.160 0.0001290 5.170000076293945
"GJ  3423" "" "" "" "07 03 23.1716" "+34 41 51.376" "Flare Star" M4.0V 73.200 0.0000920 13.086000442504883
"Ross  874" "" "" "" "07 04 49.6427" "+24 59 55.070" "High proper-motion Star" M0V 41.650 "" 11.559000015258789
"G 250-34" "" "" "" "07 07 50.4474" "+67 12 04.600" "High proper-motion Star" M1.5Ve 53.460 -0.0000190 11.149999618530273
"G 107-48" "" "" "" "07 07 37.7505" "+48 41 13.573" "High proper-motion Star" M3.5 92.400 -0.0775270 13.413000106811523
"G 251-27" "" "" "" "07 09 32.4021" "+69 50 57.461" "High proper-motion Star" M3.0Ve "" "" 12.418999671936035
"HD  53927" "" "HD 53927" "" "07 08 04.2389" "+29 50 04.185" "High proper-motion Star" K2.5V 43.410 0.0000650 8.34000015258789
"GJ  3429" "" "" "" "07 08 39.5191" "+30 42 49.911" "High proper-motion Star" M0.5Ve 38.320 "" 11.354000091552734
"G  87-28" "" "" "" "07 10 13.60" "+37 40 10.5" "High proper-motion Star" M4V 41.900 -0.0000630 14.600000381469727
"EGGR  51" "" "" "" "07 10 14.33" "+37 40 19.4" "White Dwarf" DQ8 41.500 -0.0000150 15.640000343322754
"G 193-37" "" "" "" "07 12 11.3750" "+52 16 24.539" "High proper-motion Star" M0V 39.470 -0.0000040 11.286999702453613
"BD-14  1750" "" "" "" "07 10 49.5790" "-14 25 58.925" "High proper-motion Star" K5 43.250 0.0001840 9.9399995803833
"HD  55526" "" "HD 55526" "" "07 10 47.4834" "-48 55 55.552" "High proper-motion Star" K2III 10.320 0.0002120 5.090000152587891
"GD 294" "" "" "" "07 17 36.2645" "+58 24 20.499" "Hot subdwarf" sdB 0.960 "" 12.020000457763672
"HD  56274" "" "HD 56274" "" "07 15 50.7953" "-13 02 58.133" "High proper-motion Star" G7VFe-1.5CH-1.3 30.340 0.0002230 7.789999961853027
"G  88-19" "" "" "" "07 17 29.971" "+19 34 17.03" "High proper-motion Star" M2.5 46.600 0.0024380 12.8100004196167
"Ross  987" "" "" "" "07 18 08.1808" "+39 16 29.308" "High proper-motion Star" M0V 71.230 -0.0000980 10.342000007629395
"LHS  1914" "" "" "" "07 22 42.03" "+30 40 12.0" "High proper-motion Star" M4V 42.000 0.0000430 13.357999801635742
"LHS  1909" "" "" "" "07 15 49.2090" "-83 00 19.986" "High proper-motion Star" M1.5 "" "" 11.75
"Ross  878" "" "" "" "07 27 28.6088" "+22 02 37.932" "High proper-motion Star" M2V 51.680 0.0000900 11.197999954223633
"LHS  1918" "" "" "" "07 28 13.093" "-18 47 35.97" "High proper-motion Star" M4.5 "" "" 13.649999618530273
"HD  59380" "" "HD 59380" "" "07 29 25.6402" "-07 33 04.210" "High proper-motion Star" F6V 36.710 0.0000150 5.853000164031982
"LHS  1923" "" "" "" "07 32 01.738" "+57 55 43.95" "High proper-motion Star" M6.0V "" "" 15.15999984741211
"G 111-9" "" "" "" "07 31 56.52" "+39 13 38.5" "High proper-motion Star" M3 "" 0.0023510 13.074000358581543
"HD  59967" "" "HD 59967" "" "07 30 42.5117" "-37 20 21.707" "High proper-motion Star" G3V 46.110 0.0000300 6.635000228881836
"G  88-36" "" "" "" "07 32 02.8762" "+17 19 09.898" "Double or multiple star" K5V 30.570 0.0000730 10.932999610900879
"G  88-35" "" "" "" "07 32 02.1200" "+17 19 12.167" "High proper-motion Star" M3 40.400 0.3409050 ""
"HD  59984" "" "HD 59984" "" "07 32 05.7628" "-08 52 52.776" "High proper-motion Star" G0VFe-1.6CH-0.5 35.820 0.0001840 5.915999889373779
"HD  59984B" "" "HD 59984B" "" "07 32 07.257" "-08 53 01.73" Star K5Ve "" "" 8.800000190734863
"LP   65-22" "" "" "" "07 33 52.74" "+22 23 34.6" "High proper-motion Star" M4.5 40.200 "" 16.459999084472656
"GJ  3452" "" "" "" "07 35 21.8791" "+54 50 58.971" "High proper-motion Star" M2.5Ve 78.340 -0.0000510 11.324999809265137
"LP  365-24" "" "" "" "07 34 39.1109" "+22 20 15.464" "High proper-motion Star" M1V 39.310 0.0000500 11.54699993133545
"GJ  3454" "" "" "" "07 36 25.1182" "+07 04 43.139" "Flare Star" M4.5V 116.600 0.0000670 13.241000175476074
"L  240-16" "" "" "" "07 36 12.022" "-51 55 21.32" "High proper-motion Star" M3.5 "" 0.0001910 12.449999809265137
"G 222-18" "" "" "" "07 49 19.6002" "+84 58 38.169" "High proper-motion Star" M3.0Ve "" "" 12.815999984741211
"G  90-16" "" "" "" "07 39 35.7986" "+33 27 45.585" "High proper-motion Star" M2.0Ve 28.030 -0.0000470 11.810999870300293
"LP  256-44" "" "" "" "07 39 36.68" "+33 27 52.7" "High proper-motion Star" "" 26.400 "" 15.600000381469727
"LP  783-1" "" "" "" "07 38 40.9564" "-21 13 28.504" "High proper-motion Star" M3 94.310 -0.0000960 11.711999893188477
"BD+49  1658" "" "" "" "07 41 45.1339" "+49 13 19.873" "High proper-motion Star" K5V 37.250 0.0000300 9.678000450134277
"G  50-1" "" "" "" "07 41 52.82" "+05 02 24.3" "High proper-motion Star" M3.0Ve "" "" 12.758999824523926
"BD+18  1719" "" "" "" "07 43 11.7327" "+18 10 42.319" "High proper-motion Star" M1.5Ve 31.040 0.0000790 11.288999557495117
"G  50-6" "" "" "" "07 51 51.383" "+05 32 57.29" "High proper-motion Star" M4.5V 73.800 0.4596380 14.76200008392334
"HD  63991" "" "HD 63991" "" "07 52 47.4276" "+25 55 35.344" "High proper-motion Star" K4 46.070 -0.0001460 8.605999946594238
"G  50-7" "" "" "" "07 52 33.61" "+06 18 25.5" "High proper-motion Star" M3 "" "" 13.541999816894531
"L  601-78" "" "" "" "07 54 54.781" "-29 20 55.92" "Double or multiple star" M4 "" "" 12.802000045776367
"GJ  3467" "" "" "" "07 58 09.10" "+07 17 01.5" "Flare Star" M5V 83.000 -0.0000070 13.770000457763672
"GJ  3468" "" "" "" "07 58 30.9742" "+15 30 14.461" "Flare Star" M4.5 "" 0.1872510 14.47599983215332
"GJ  3469" "" "" "" "07 58 30.4501" "+15 30 00.199" "Flare Star" M4 "" "" 15.508999824523926
"GJ  3470" "" "" "" "07 59 05.8422" "+15 23 29.215" "High proper-motion Star" M2.0Ve "" 0.0001430 12.331999778747559
"HD  65430" "" "HD 65430" "" "07 59 33.9346" "+20 50 37.989" "Spectroscopic binary" K0V 42.150 -0.0000950 7.64900016784668
"HD  65723" "" "HD 65723" "" "07 58 37.6868" "-37 01 13.873" "High proper-motion Star" K0/1V 7.860 0.0000030 7.010000228881836
"GJ  3473" "" "" "" "08 02 22.88" "+03 20 19.6" "High proper-motion Star" M4V 34.900 -0.0000070 13.739999771118164
"GJ  3474" "" "" "" "08 02 20.64" "+03 19 43.4" "High proper-motion Star" M6 30.800 "" ""
"BD+44  1710" "" "" "" "08 04 22.7341" "+43 57 42.048" "High proper-motion Star" M0V 38.890 -0.0000100 9.82800006866455
"HD  67199" "" "HD 67199" "" "08 02 31.1873" "-66 01 15.382" "High proper-motion Star" K2Vk: 57.620 0.0001510 7.165999889373779
"LP  123-75" "" "" "" "08 06 36.4855" "+55 53 38.329" "High proper-motion Star" M0V 33.270 -0.0001590 11.53600025177002
"BD+26  1715" "" "" "" "08 05 58.5059" "+26 16 52.877" Star M0 54.750 "" 10.239999771118164
"G  90-44" "" "" "" "08 06 48.415" "+36 45 39.00" "High proper-motion Star" M3.0Ve "" "" 12.890000343322754
"LP   89-101" "" "" "" "08 08 18.1734" "+58 31 09.449" "High proper-motion Star" M0V "" "" 12.784000396728516
"BD+21  1764A" "" "" "" "08 08 13.1849" "+21 06 18.252" "Flare Star" K7Ve 58.420 "" 9.5
"BD+21  1764B" "" "" "" "08 08 13.5884" "+21 06 08.989" "Spectroscopic binary" M3.0V "" 0.0002760 11.199999809265137
"LAWD 27" "" "" "" "08 06 53.736" "-66 18 16.74" "White Dwarf" DQ 52.170 "" 13.699999809265137
"G  91-34" "" "" "" "08 09 30.9541" "+21 54 17.245" "High proper-motion Star" M2.0Ve 44.860 0.0000630 11.777000427246094
"G  50-21" "" "" "" "08 10 53.63" "+03 58 33.6" "High proper-motion Star" M4V 48.100 0.0001230 13.45300006866455
"LHS  1978" "" "" "" "08 04 25.87" "-83 13 58.9" "High proper-motion Star" M2.5 "" "" 12.550000190734863
"HD  68835" "" "HD 68835" "" "08 14 31.9691" "+10 11 17.902" Star G5 3.840 0.0000110 7.289999961853027
"HD  68834" "" "HD 68834" "" "08 14 35.9143" "+13 01 22.174" "High proper-motion Star" K5V 52.050 0.0000710 8.79699993133545
"HD  69565" "" "HD 69565" "" "08 16 12.5778" "-35 52 55.741" Star G8/K0V 13.050 0.0000860 7.260000228881836
"GJ  3490" "" "" "" "08 16 12.263" "-35 53 09.30" Star "" "" "" ""
"G  90-52" "" "" "" "08 17 51.2940" "+31 07 45.965" "High proper-motion Star" M1V 46.020 0.0003350 11.121000289916992
"LHS  1992" "" "" "" "08 13 42.7290" "-76 07 49.554" "High proper-motion Star" M2.5 "" 0.0000390 11.850000381469727
"BD-14  2469" "" "" "" "08 18 44.4184" "-15 12 08.567" "High proper-motion Star" K5V 28.100 0.0001830 9.868000030517578
"BD+14  1876" "" "" "" "08 20 55.3291" "+14 04 16.798" "High proper-motion Star" M0V 44.350 0.0000230 9.748000144958496
"HD  70401" "" "HD 70401" "" "08 22 57.6633" "+31 35 07.813" Star G5 1.780 -0.0000390 8.079999923706055
"G 253-13" "" "" "" "08 32 10.100" "+84 24 30.99" "High proper-motion Star" M3.5 "" "" 13.420000076293945
"LP   35-347" "" "" "" "08 25 52.851" "+69 02 01.62" "High proper-motion Star" M7V 88.400 -0.0000030 15.670000076293945
"BD+33  1694" "" "" "" "08 25 11.4154" "+32 36 32.910" "High proper-motion Star" K4V 24.970 -0.0002640 10.034000396728516
"* bet Vol" "" "HD 71878" "" "08 25 44.1947" "-66 08 12.805" "High proper-motion Star" K2III 30.330 0.0000910 3.759000062942505
"LHS  2010" "" "" "" "08 27 11.84" "-44 59 21.5" "High proper-motion Star" M3.5 "" "" 11.850000381469727
"G 113-42" "" "" "" "08 31 21.5954" "-06 02 01.802" "High proper-motion Star" M2V 37.950 0.0002190 11.159000396728516
"G 113-43" "" "" "" "08 31 27.23" "-06 02 12.5" "High proper-motion Star" M3 "" "" 12.359999656677246
"LHS  2024" "" "" "" "08 31 23.49" "-10 29 53.5" "High proper-motion Star" M4 "" "" 15.0
"GJ  3504" "" "" "" "08 32 30.473" "-01 34 38.06" "Flare Star" M6 50.800 "" 18.440000534057617
"LHS  2027" "" "" "" "08 33 25.13" "+18 31 46.0" "High proper-motion Star" M4.5 50.800 "" 14.75
"GJ  3506" "" "" "" "08 35 49.0444" "+68 04 09.128" "High proper-motion Star" M3.0Ve 76.940 "" 12.0
"HD  72760" "" "HD 72760" "" "08 34 31.6500" "-00 43 33.864" "High proper-motion Star" K0V 47.570 0.0001170 7.334000110626221
"GJ  3508" "" "" "" "08 37 07.9608" "+15 07 45.525" "High proper-motion Star" M3.0Ve 52.740 0.0004170 11.74899959564209
"LHS  2038" "" "" "" "08 41 03.858" "+67 39 38.87" "High proper-motion Star" M4 42.700 "" 14.65999984741211
"G  52-23" "" "" "" "08 39 48.03" "+08 56 18.0" "High proper-motion Star" M2 "" "" 12.935999870300293
"GJ  3511" "" "" "" "08 39 48.48" "+08 56 18.2" "Flare Star" M3.5 "" "" 12.069999694824219
"G 234-45" "" "" "" "08 41 20.134" "+59 29 50.59" "High proper-motion Star" M5.70 109.000 0.0000270 15.050000190734863
"LHS  2046" "" "" "" "08 44 22.36" "-10 24 11.1" "High proper-motion Star" M3.5 "" "" 14.031999588012695
"LHS  2051" "" "" "" "08 48 29.673" "+61 09 05.72" "High proper-motion Star" M4.5 62.200 "" 15.170000076293945
"GJ  3515" "" "" "" "08 50 50.622" "+52 53 46.24" "Flare Star" M5V 35.600 0.0000130 15.399999618530273
"HD  75404" "" "HD 75404" "" "08 50 59.6733" "+34 49 23.945" "High proper-motion Star" G0 11.870 0.0001490 7.610000133514404
"LP  666-9" "" "" "" "08 53 36.196" "-03 29 32.11" "Brown Dwarf (M<0.08solMass)" M9Ve 117.980 0.0000230 18.958999633789062
"GJ  3518" "" "" "" "08 55 20.33" "-23 52 15.1" "Flare Star" M4 "" "" 13.822999954223633
"HD  76653" "" "HD 76653" "" "08 55 11.7819" "-54 57 56.767" "High proper-motion Star" F6V 41.400 -0.0000200 5.697999954223633
"LHS  2088" "" "" "" "08 59 56.05" "+72 57 36.5" "High proper-motion Star" M5V 73.800 0.0000240 14.34000015258789
"LHS  2072" "" "" "" "08 55 04.74" "-71 35 48.0" "High proper-motion Star" M3.5 "" "" 14.5
"G  41-14" "" "" "" "08 58 56.3208" "+08 28 26.068" "Flare Star" M3.5V 147.660 0.0001080 10.920000076293945
"HD  76932" "" "HD 76932" "" "08 58 43.9327" "-16 07 57.818" "High proper-motion Star" G2VFe-1.8CH-1 47.540 0.0003980 5.860000133514404
